iter	Logloss
126	0.2716491144
127	0.2712918038
128	0.270962801
129	0.2708059787
130	0.2706140566
131	0.2687839726
132	0.2686092196
133	0.2679895738
134	0.2663705982
135	0.2660359768
136	0.2658659264
137	0.2657583905
138	0.2656448731
139	0.2651148214
140	0.2647828777
141	0.2645968614
142	0.2643188785
143	0.2635882419
144	0.2634494156
145	0.2632601707
146	0.2631332029
147	0.2629595185
148	0.2625990905
149	0.2622547315
150	0.2617970246
151	0.261687297
152	0.261520105
153	0.2613953323
154	0.2610522129
155	0.2609459789
156	0.2605609967
157	0.2604291265
158	0.2602398271
159	0.2598383398
160	0.2589986847
161	0.2588607598
162	0.2585728521
163	0.2584601712
164	0.2580663187
165	0.2579489917
166	0.2578464226
167	0.2574213373
168	0.2572782247
169	0.257178394
170	0.2567723124
171	0.2565977792
172	0.2562253122
173	0.2560658752
174	0.2559457118
175	0.2558352568
176	0.2557213549
177	0.2552152286
178	0.254027828
179	0.2539079262
180	0.2537924517
181	0.2536560255
182	0.2532768596
183	0.25302475
184	0.2526565106
185	0.2520742717
186	0.2516605981
187	0.2515495343
188	0.2512953648
189	0.251003988
190	0.2508831161
191	0.2507791058
192	0.2506910477
193	0.250361757
194	0.2498233431
195	0.2495478833
196	0.2492352327
197	0.2491702517
198	0.2488400734
199	0.24865724
200	0.2485448647
201	0.248024345
202	0.247927143
203	0.2476455376
204	0.247547291
205	0.2474526185
206	0.2472676791
207	0.2469723875
208	0.2468929704
209	0.2468240806
210	0.2466724053
211	0.2464958272
212	0.2463758843
213	0.2462816102
214	0.2462215485
215	0.2458535853
216	0.2457657277
217	0.2454895524
218	0.2453999376
219	0.24531614
220	0.2451419692
221	0.2450564316
222	0.2448247823
223	0.2447357867
224	0.2446700169
225	0.2445895481
226	0.2444149251
227	0.2441705244
228	0.2440725181
229	0.2440035414
230	0.243910428
231	0.2438443041
232	0.2437380116
233	0.2436319508
234	0.2435593044
235	0.2432307487
236	0.2430513236
237	0.2428979944
238	0.2426845941
239	0.2424445093
240	0.2423337557
241	0.2421582705
242	0.2420882964
243	0.241956854
244	0.2418816078
245	0.2416141709
246	0.2415522023
247	0.2414594504
248	0.2414019278
249	0.2412352692
250	0.2407655713
251	0.2405368993
252	0.2404656537
253	0.2401568177
254	0.2400617006
255	0.2399318992
256	0.2394485954
257	0.239346078
258	0.239231532
259	0.2391294617
260	0.2390347527
261	0.2389472792
262	0.238660373
263	0.2384101666
264	0.2383321378
265	0.2382754912
266	0.238211865
267	0.2381399282
268	0.2380444539
269	0.237973335
270	0.2378853196
271	0.2377878559
272	0.2375889807
273	0.2373667791
274	0.237287511
275	0.2371666327
276	0.2370911938
277	0.2367354609
278	0.2366395474
279	0.2365623447
280	0.2363288464
281	0.236213352
282	0.2361279578
283	0.2360320545
284	0.2359670084
285	0.2359018674
286	0.2358104295
287	0.2353709713
288	0.2352594577
289	0.2351989089
290	0.2351058543
291	0.2350178219
292	0.2349450134
293	0.2348363204
294	0.2347581445
295	0.2346842297
296	0.234597031
297	0.2344138749
298	0.2343140619
299	0.2341986477
300	0.2341458059
301	0.2339690197
302	0.2337472181
303	0.2336599917
304	0.2335437133
305	0.2334436772
306	0.23336437
307	0.2332930896
308	0.2332324514
309	0.2331144919
310	0.2330371366
311	0.2329696219
312	0.2329013196
313	0.2328316365
314	0.2327826834
315	0.2326667816
316	0.2326117937
317	0.2324268574
318	0.2322641094
319	0.2322108725
320	0.2321362408
321	0.2320571396
322	0.2319519988
323	0.2318532187
324	0.2317978699
325	0.2317089926
326	0.2316524008
327	0.2315001839
328	0.2314434559
329	0.2313814693
330	0.2312351081
331	0.2311885541
332	0.2310991846
333	0.2310458859
334	0.2309753609
335	0.2309256994
336	0.2308582814
337	0.230788203
338	0.230665633
339	0.2303768227
340	0.2301564701
341	0.2301014148
342	0.2300436212
343	0.229990204
344	0.229946061
345	0.229739117
346	0.2296919281
347	0.2296163591
348	0.2295258307
349	0.2294557868
350	0.2293210518
351	0.2292685314
352	0.2292147296
353	0.2290174012
354	0.228942566
355	0.228849947
356	0.2288047961
357	0.2287396486
358	0.2286796508
359	0.2286282513
360	0.2285438372
361	0.2283694218
362	0.2282784034
363	0.2282171792
364	0.2281662124
365	0.2281132614
366	0.2280678082
367	0.2280039275
368	0.2278900729
369	0.2277584409
370	0.2277137792
371	0.2275831525
372	0.22751576
373	0.2274695317
374	0.2273944877
375	0.2273475743
376	0.2272910854
377	0.2272548954
378	0.2271801871
379	0.2271256078
380	0.2270470768
381	0.2270049513
382	0.2269547929
383	0.2268976561
384	0.2268528098
385	0.2268097931
386	0.2267311544
387	0.22667833
388	0.226611524
389	0.2265545659
390	0.226504246
391	0.2263928186
392	0.2263364929
393	0.2262957073
394	0.2258676123
395	0.2258179959
396	0.2257508637
397	0.2256728622
398	0.2256054811
399	0.2255649165
400	0.2255076607
401	0.2254629417
402	0.2254090543
403	0.225359564
404	0.2252016898
405	0.2251560072
406	0.2251022991
407	0.2249425472
408	0.2248987836
409	0.224843886
410	0.2248002802
411	0.2247635071
412	0.2247256757
413	0.2245299962
414	0.2244399299
415	0.2243947233
416	0.2242605467
417	0.224206993
418	0.2241527542
419	0.2241055485
420	0.22406804
421	0.2240038335
422	0.2239482506
423	0.2238758706
424	0.2238197523
425	0.2237601797
426	0.2237221514
427	0.2236746157
428	0.2236233393
429	0.2235698672
430	0.2235002563
431	0.2234317698
432	0.2233846328
433	0.2233104434
434	0.2232730587
435	0.2231153036
436	0.2229889564
437	0.2229624419
438	0.2229138969
439	0.2228671908
440	0.222820355
441	0.2227396916
442	0.2226746194
443	0.2226309777
444	0.2225876762
445	0.2225221254
446	0.2221893684
447	0.2220312545
448	0.2219894252
449	0.221932417
450	0.221802643
451	0.2217570509
452	0.2216894747
453	0.2216355586
454	0.2215931059
455	0.2215337142
456	0.2214808957
457	0.2214260862
458	0.2213291357
459	0.2212466026
460	0.2212145507
461	0.2211700973
462	0.2211141149
463	0.2210490881
464	0.2209876917
465	0.2209227923
466	0.2208894788
467	0.2208254026
468	0.2207883246
469	0.220750859
470	0.2206898134
471	0.220623538
472	0.2205835746
473	0.2205203236
474	0.2204744725
475	0.2204325521
476	0.2203799302
477	0.2203161588
478	0.2202904808
479	0.2202300211
480	0.2202016369
481	0.2201601869
482	0.2199842331
483	0.2199442796
484	0.219889649
485	0.2198498613
486	0.2198110361
487	0.2197550802
488	0.2196956055
489	0.219658474
490	0.219618055
491	0.2195765858
492	0.2195312637
493	0.219459142
494	0.2193220441
495	0.2192735084
496	0.219226241
497	0.2191817536
498	0.2191352509
499	0.2190618773
500	0.2190217164
501	0.2189790846
502	0.2189431333
503	0.2188844612
504	0.2188325042
505	0.2187244488
506	0.2186804083
507	0.2186341382
508	0.2185889529
509	0.2185228679
510	0.2184606057
511	0.218425638
512	0.2183725701
513	0.2183320332
514	0.2182929451
515	0.2182493009
516	0.21819087
517	0.2181596103
518	0.2181068071
519	0.2180530374
520	0.2180215681
521	0.2179669368
522	0.2179392868
523	0.2178463016
524	0.2178158497
525	0.2177861104
526	0.2177416441
527	0.2176900984
528	0.2176669894
529	0.2176297519
530	0.2175705044
531	0.2175290174
532	0.2174926613
533	0.2174455486
534	0.2173855653
535	0.2173495283
536	0.2172808398
537	0.2172376727
538	0.2171928999
539	0.2171651364
540	0.2171200102
541	0.2169917291
542	0.2169474062
543	0.2168862971
544	0.2168539658
545	0.2168077347
546	0.2167628577
547	0.2167283804
548	0.2166941499
549	0.216659825
550	0.2166146254
551	0.2165706632
552	0.2165318404
553	0.2164701136
554	0.2164337998
555	0.2163960454
556	0.2163678632
557	0.2163262535
558	0.2162853655
559	0.2162547336
560	0.2162169192
561	0.2161761953
562	0.2161194015
563	0.2160912388
564	0.2159930798
565	0.2157763483
566	0.215737557
567	0.2156295896
568	0.2155819009
569	0.2155502862
570	0.2155282991
571	0.2154981515
572	0.2154384338
573	0.2153999005
574	0.215340063
575	0.2153152121
576	0.2152758304
577	0.2152484808
578	0.2151480559
579	0.2150883273
580	0.2150443863
581	0.2150022531
582	0.2149734244
583	0.214942006
584	0.2149079508
585	0.2148644828
586	0.2148255747
587	0.2147935957
588	0.2147546602
589	0.2147156647
590	0.214578907
591	0.2145468608
592	0.2145040604
593	0.2144525247
594	0.2144054832
595	0.214365472
596	0.2143251754
597	0.2142971764
598	0.2142629678
599	0.2142341192
600	0.2141803256
601	0.2141460631
602	0.2140995454
603	0.2140598272
604	0.2140239763
605	0.2139869263
606	0.2139503946
607	0.2139153382
608	0.2138791799
609	0.213833741
610	0.2138054802
611	0.213755231
612	0.2137129384
613	0.2136799239
614	0.213640221
615	0.2135894384
616	0.213554189
617	0.2135238461
618	0.2134904894
619	0.2134623502
620	0.2134402807
621	0.2134054105
622	0.2133768385
623	0.2133360085
624	0.2133061871
625	0.2131743902
626	0.2131368302
627	0.2130745365
628	0.2130373433
629	0.2129883968
630	0.2129560043
631	0.212896039
632	0.2128679043
633	0.2128360294
634	0.2127913366
635	0.212707616
636	0.2126773936
637	0.2126205314
638	0.2125894761
639	0.2125578055
640	0.2125281487
641	0.2124850159
642	0.212450116
643	0.2124066738
644	0.2123743741
645	0.2123486732
646	0.2123199447
647	0.2122754531
648	0.2122403517
649	0.2122071328
650	0.2121731874
651	0.2121376111
652	0.212104696
653	0.2120114217
654	0.2119672759
655	0.2119372577
656	0.211902397
657	0.2118678249
658	0.2118235669
659	0.2117917713
660	0.2117616247
661	0.2117260596
662	0.2116309329
663	0.2115988752
664	0.2115562603
665	0.2115135147
666	0.2114765837
667	0.2114422503
668	0.2113448509
669	0.2112949406
670	0.211261394
671	0.2112337487
672	0.21119553
673	0.2111580479
674	0.2111198951
675	0.2110861165
676	0.2110338165
677	0.2110036024
678	0.210983928
679	0.2109464288
680	0.2109203699
681	0.2108810448
682	0.2108475998
683	0.2108010181
684	0.2107740217
685	0.2107418106
686	0.2106927366
687	0.2106541635
688	0.2106313555
689	0.2105998577
690	0.2105645043
691	0.2105302629
692	0.2104922029
693	0.2104575445
694	0.210424115
695	0.2103876325
696	0.2103564806
697	0.2103179042
698	0.2102543623
699	0.2102074785
700	0.2101782752
701	0.2100812283
702	0.2100523784
703	0.2100262606
704	0.2100054455
705	0.2099807688
706	0.2099474724
707	0.2099079099
708	0.2098656833
709	0.2097440437
710	0.2097118777
711	0.2096733572
712	0.2096441236
713	0.2095837105
714	0.20954523
715	0.2094992458
716	0.2094680794
717	0.2094338084
718	0.2094129332
719	0.2093392035
720	0.2093081959
721	0.2092848011
722	0.2092498758
723	0.2092222361
724	0.2091808219
725	0.209137624
726	0.2091075262
727	0.2090749924
728	0.2090275499
729	0.2089367843
730	0.2089038473
731	0.2088746961
732	0.2088382211
733	0.2088100873
734	0.2087880243
735	0.2087487605
736	0.2087158258
737	0.2086891631
738	0.2086477141
739	0.2086173444
740	0.2085890953
741	0.2084912267
742	0.2084529342
743	0.2084101914
744	0.2083886874
745	0.2083637653
746	0.2083328124
747	0.2082898443
748	0.2082425635
749	0.2082077471
750	0.2081708078
751	0.2081381992
752	0.2081098876
753	0.2080371051
754	0.2079950799
755	0.2079621522
756	0.2079295118
757	0.207902159
758	0.2078721279
759	0.2078390839
760	0.2077971854
761	0.2077629771
762	0.2076952831
763	0.2076749194
764	0.2076365907
765	0.2076050864
766	0.2075676059
767	0.207524088
768	0.2074957465
769	0.2074682951
770	0.2074360744
771	0.207406825
772	0.2073863034
773	0.2072859371
774	0.2072508835
775	0.2072292025
776	0.2071986658
777	0.2071699049
778	0.207123003
779	0.2070947028
780	0.2070620581
781	0.2070355196
782	0.2070171964
783	0.2069904885
784	0.2069589881
785	0.2069301656
786	0.2068660181
787	0.2068373422
788	0.2068103354
789	0.2067701269
790	0.2067315708
791	0.2067118682
792	0.2066765192
793	0.2066327724
794	0.206608256
795	0.2065774131
796	0.2065546698
797	0.2065277579
798	0.2064986162
799	0.2064702895
800	0.2064236096
801	0.2063932445
802	0.206347234
803	0.2063112417
804	0.206282205
805	0.2062557893
806	0.2062205409
807	0.2061839489
808	0.2061567676
809	0.2061217319
810	0.2060932281
811	0.2059829441
812	0.2059594727
813	0.2059355626
814	0.2059043074
815	0.2058709358
816	0.2058496637
817	0.2058207139
818	0.2057903437
819	0.2057630464
820	0.205724302
821	0.2056990754
822	0.2056800633
823	0.2056562679
824	0.2056254848
825	0.2055924815
826	0.2055662559
827	0.2055123
828	0.2054861448
829	0.2054493765
830	0.2053982598
831	0.2053734554
832	0.2053484038
833	0.2053136156
834	0.2052904711
835	0.2052580609
836	0.2052196831
837	0.2051950102
838	0.2051612303
839	0.205135764
840	0.2051082303
841	0.2050827942
842	0.2050673922
843	0.2050446526
844	0.2050144135
845	0.2049826587
846	0.20494914
847	0.2049176217
848	0.2048838412
849	0.2048545922
850	0.2048302854
851	0.2047975368
852	0.2047756913
853	0.2047544622
854	0.2047292439
855	0.204700193
856	0.2046625755
857	0.2046361318
858	0.2046132987
859	0.2045851463
860	0.2045531417
861	0.2045301757
862	0.2045103913
863	0.2044825285
864	0.2044499123
865	0.2044193354
866	0.2043943769
867	0.2043072582
868	0.2042838175
869	0.2042484954
870	0.2042120172
871	0.2041993805
872	0.2041722085
873	0.2041338056
874	0.2040942942
875	0.2040633153
876	0.2040335618
877	0.2039994688
878	0.2039803713
879	0.2039488307
880	0.2039048651
881	0.2038809844
882	0.2038587245
883	0.2038243423
884	0.2037930064
885	0.2037686669
886	0.2037362869
887	0.2036791892
888	0.2036077438
889	0.2035332621
890	0.2035062482
891	0.2034842098
892	0.2034593579
893	0.2034240042
894	0.2033931335
895	0.2033676265
896	0.2033441643
897	0.2033071727
898	0.2032790982
899	0.203258288
900	0.203227468
901	0.2032062994
902	0.2031738268
903	0.203154908
904	0.2031298095
905	0.2031083206
906	0.2030713388
907	0.2030465674
908	0.2029955112
909	0.202959926
910	0.2029334995
911	0.2029089476
912	0.2028805057
913	0.2028448099
914	0.2028157754
915	0.2027328822
916	0.2026981165
917	0.2026716201
918	0.2026485342
919	0.2026158393
920	0.2025935794
921	0.2025656607
922	0.2025418783
923	0.2025097569
924	0.2024837447
925	0.2024541082
926	0.2024289335
927	0.2023821203
928	0.2023555897
929	0.2023238811
930	0.2023056972
931	0.2022704925
932	0.2022488344
933	0.2022238084
934	0.2021819952
935	0.2021554215
936	0.2021297135
937	0.2021008928
938	0.2020766036
939	0.2020370136
940	0.2019800317
941	0.2019207734
942	0.2018939257
943	0.2018687296
944	0.2018487896
945	0.2018211774
946	0.2017857731
947	0.2017491976
948	0.2017176073
949	0.2016946194
950	0.2016641938
951	0.2016315818
952	0.201602658
953	0.2015876612
954	0.201559206
955	0.2015354403
956	0.2015003865
957	0.2014674327
958	0.2014523217
959	0.2014330414
960	0.201408896
961	0.2013845087
962	0.2013599288
963	0.2013221455
964	0.2012987186
965	0.2012706848
966	0.2012423181
967	0.2012174798
968	0.2011945898
969	0.2011722157
970	0.2011445335
971	0.2011141304
972	0.2010844062
973	0.2010571025
974	0.2010356747
975	0.2010076773
976	0.2009911183
977	0.2009672291
978	0.200941193
979	0.2009102971
980	0.2008778156
981	0.2008608268
982	0.2008373472
983	0.2008217108
984	0.2007945912
985	0.2007676598
986	0.2007392317
987	0.2007079476
988	0.2006897891
989	0.2006166769
990	0.2006007315
991	0.2005577451
992	0.2005359865
993	0.2005089178
994	0.2004705855
995	0.2004392604
996	0.2004080548
997	0.200388581
998	0.2003592202
999	0.2003314954
1000	0.2003028578
1001	0.2002832991
1002	0.200254294
1003	0.2002301757
1004	0.2002044639
1005	0.2001697529
1006	0.2001339162
1007	0.2001096985
1008	0.2000845117
1009	0.2000505258
1010	0.200024919
1011	0.1999911473
1012	0.1999617373
1013	0.1999453955
1014	0.19992155
1015	0.1998934901
1016	0.1998737667
1017	0.1998506949
1018	0.1998156565
1019	0.1997877569
1020	0.1997635546
1021	0.1997392152
1022	0.1997169841
1023	0.1996898516
1024	0.1996563401
1025	0.1996164245
1026	0.1995890461
1027	0.1995533492
1028	0.1995319463
1029	0.1995066861
1030	0.1994854673
1031	0.1994601835
1032	0.1994400876
1033	0.1993811625
1034	0.1993322908
1035	0.1992525527
1036	0.1992346248
1037	0.1992043317
1038	0.199183252
1039	0.1991579907
1040	0.1991234652
1041	0.1990975739
1042	0.1990622694
1043	0.199033269
1044	0.1990106157
1045	0.1989809918
1046	0.1989516875
1047	0.1989304988
1048	0.1989078168
1049	0.1988616273
1050	0.1988351104
1051	0.1987897919
1052	0.1987609895
1053	0.1987275676
1054	0.1987052747
1055	0.198674921
1056	0.1986485621
1057	0.1986200451
1058	0.1985931309
1059	0.1985645865
1060	0.198530834
1061	0.1985073625
1062	0.198482391
1063	0.1984588673
1064	0.1984421543
1065	0.1983945567
1066	0.198376223
1067	0.1983580606
1068	0.1983403708
1069	0.1982911396
1070	0.1982650928
1071	0.1982353962
1072	0.1982134722
1073	0.1981853503
1074	0.1981604588
1075	0.1981332447
1076	0.1981080701
1077	0.198081098
1078	0.1980520452
1079	0.1980213717
1080	0.1980018205
1081	0.1979859528
1082	0.1979522851
1083	0.1979334703
1084	0.1979102448
1085	0.1978703583
1086	0.1978499539
1087	0.1978234184
1088	0.1978019008
1089	0.1977805322
1090	0.1977610464
1091	0.1977512759
1092	0.1977153941
1093	0.1976978084
1094	0.1976684531
1095	0.1976436343
1096	0.1976228994
1097	0.1975967555
1098	0.1975749348
1099	0.1975508734
1100	0.1975200956
1101	0.1974964362
1102	0.1974676043
1103	0.1974279325
1104	0.1974101784
1105	0.1973838346
1106	0.1973619201
1107	0.1973434887
1108	0.1973272909
1109	0.1973042143
1110	0.197273906
1111	0.1972507616
1112	0.1972184791
1113	0.1972002168
1114	0.197167226
1115	0.1971456569
1116	0.197124299
1117	0.1970494693
1118	0.1970297635
1119	0.1970059337
1120	0.1969691701
1121	0.1969462091
1122	0.1969239237
1123	0.1968986974
1124	0.1968402
1125	0.1968081525
1126	0.1967739566
1127	0.1967527169
1128	0.1967263482
1129	0.1967007066
1130	0.1966792884
1131	0.1966472321
1132	0.1966260396
1133	0.1965976601
1134	0.1965550177
1135	0.1965383615
1136	0.1965120756
1137	0.1964929393
1138	0.1964701571
1139	0.1964482799
1140	0.1963760132
1141	0.1963339406
1142	0.1963195559
1143	0.1962910104
1144	0.1962748376
1145	0.1962536339
1146	0.1962303123
1147	0.1962135666
1148	0.1961909119
1149	0.1961618012
1150	0.1961362224
1151	0.1961097969
1152	0.1960815433
1153	0.1960652681
1154	0.1960414108
1155	0.1960160958
1156	0.1959879303
1157	0.1959610502
1158	0.1959375422
1159	0.1959130208
1160	0.195884318
1161	0.1958551089
1162	0.1958277919
1163	0.1958031886
1164	0.1957789256
1165	0.1957528187
1166	0.1957188763
1167	0.1957038456
1168	0.1956737033
1169	0.1956518711
1170	0.1956355314
1171	0.195605074
1172	0.1955679909
1173	0.1955286951
1174	0.1955057156
1175	0.1954803583
1176	0.1954537941
1177	0.1954244047
1178	0.1953949512
1179	0.1953731992
1180	0.1953514398
1181	0.1953248706
1182	0.1953103001
1183	0.1952903889
1184	0.1952735041
1185	0.1952485219
1186	0.1952357871
1187	0.1952023957
1188	0.1951801385
1189	0.1951602388
1190	0.1951315998
1191	0.1951083209
1192	0.195087568
1193	0.1950620351
1194	0.1950381027
1195	0.195010068
1196	0.1949882585
1197	0.194959291
1198	0.1949301751
1199	0.1949029094
1200	0.1948865593
1201	0.1948630099
1202	0.1948445223
1203	0.1948168164
1204	0.1947921595
1205	0.1947606304
1206	0.1947389515
1207	0.1947146697
1208	0.1946846747
1209	0.1946556863
1210	0.1946396948
1211	0.1946174604
1212	0.194603873
1213	0.1945762213
1214	0.1945456122
1215	0.194525194
1216	0.1945053437
1217	0.1944755943
1218	0.1944501162
1219	0.1944203542
1220	0.1944013812
1221	0.1943799658
1222	0.1943498084
1223	0.1943274953
1224	0.1943074211
1225	0.1942808125
1226	0.1942655253
1227	0.1942430675
1228	0.1942246496
1229	0.1941861513
1230	0.1941681953
1231	0.1941463531
1232	0.1941264681
1233	0.1941023561
1234	0.1940699608
1235	0.1940396335
1236	0.1940119887
1237	0.1939810147
1238	0.1939533417
1239	0.1939370567
1240	0.1939101464
1241	0.1938889828
1242	0.1938646773
1243	0.1938366603
1244	0.1938133679
1245	0.1937806993
1246	0.1937558146
1247	0.1937259657
1248	0.1937047883
1249	0.193686809
1250	0.193673068
1251	0.1936246623
1252	0.193603583
1253	0.1935846478
1254	0.1935722759
1255	0.1935427124
1256	0.1935161953
1257	0.1934984113
1258	0.193460472
1259	0.1934406294
1260	0.1933794982
1261	0.1933534517
1262	0.1933263906
1263	0.1933064955
1264	0.1932877082
1265	0.1932567301
1266	0.1932433341
1267	0.1932252003
1268	0.1932095937
1269	0.1931866035
1270	0.1931607709
1271	0.1931427971
1272	0.1931097214
1273	0.1930867431
1274	0.1930642319
1275	0.1930507445
1276	0.1930311562
1277	0.1930105867
1278	0.1929845433
1279	0.1929621987
1280	0.1929412859
1281	0.1929163359
1282	0.1928908147
1283	0.1928775719
1284	0.1928585488
1285	0.1928403684
1286	0.1928204804
1287	0.1927974562
1288	0.1927778304
1289	0.1927517596
1290	0.1927243853
1291	0.1926814166
1292	0.1926612435
1293	0.1926371309
1294	0.1926191834
1295	0.1925971319
1296	0.192578505
1297	0.1925493598
1298	0.1925223293
1299	0.192498347
1300	0.1924820973
1301	0.1924605623
1302	0.1924460869
1303	0.1924246115
1304	0.1924074421
1305	0.1923875061
1306	0.1923677232
1307	0.192346355
1308	0.1923248033
1309	0.1923066433
1310	0.1922852753
1311	0.1922584149
1312	0.1922314696
1313	0.1922106915
1314	0.1921871141
1315	0.1921601757
1316	0.1921323661
1317	0.1921144625
1318	0.1920899257
1319	0.1920594394
1320	0.1920388664
1321	0.1920114137
1322	0.1919960084
1323	0.191931979
1324	0.1919095074
1325	0.1918891992
1326	0.1918654936
1327	0.1918424158
1328	0.1918052289
1329	0.1917874864
1330	0.1917620988
1331	0.1917492654
1332	0.1917268171
1333	0.1916929166
1334	0.1916756664
1335	0.1916520302
1336	0.1916188365
1337	0.1916046159
1338	0.1915790679
1339	0.191556466
1340	0.1915481649
1341	0.1915307084
1342	0.1915055411
1343	0.1914862007
1344	0.191467608
1345	0.1914495928
1346	0.1914297548
1347	0.1914030994
1348	0.1913841613
1349	0.191356157
1350	0.1913011095
1351	0.1912878439
1352	0.1912720276
1353	0.1912398816
1354	0.1912279846
1355	0.1912072442
1356	0.1911883945
1357	0.1911681661
1358	0.1911510308
1359	0.1911265286
1360	0.1911070289
1361	0.1910451622
1362	0.191031844
1363	0.1910149352
1364	0.1909924297
1365	0.1909708782
1366	0.1909494092
1367	0.190928658
1368	0.1909064358
1369	0.1908861309
1370	0.1908692145
1371	0.1908447463
1372	0.1908294495
1373	0.1908047974
1374	0.1907746084
1375	0.1907517766
1376	0.1907298145
1377	0.1907077814
1378	0.190677252
1379	0.1906573234
1380	0.1906380691
1381	0.1905805657
1382	0.190563196
1383	0.1905394728
1384	0.190520169
1385	0.1904952769
1386	0.1904664753
1387	0.1904439875
1388	0.1904254176
1389	0.1904018133
1390	0.1903816373
1391	0.1903544396
1392	0.1903288141
1393	0.1903132745
1394	0.1902983469
1395	0.1902668655
1396	0.1902427547
1397	0.1902278246
1398	0.190208441
1399	0.190188635
1400	0.1901735312
1401	0.190156783
1402	0.1901356192
1403	0.1901208549
1404	0.190098488
1405	0.1900799116
1406	0.190054334
1407	0.1900384609
1408	0.1900187202
1409	0.18995227
1410	0.1899325502
1411	0.1899155337
1412	0.189902172
1413	0.1898808986
1414	0.1898626972
1415	0.1898368375
1416	0.1898180536
1417	0.189798343
1418	0.1897794285
1419	0.189750458
1420	0.1897275884
1421	0.1897031415
1422	0.189678657
1423	0.189656704
1424	0.1896387314
1425	0.1896217209
1426	0.1896014609
1427	0.1895788659
1428	0.1895543435
1429	0.1895290463
1430	0.1895073078
1431	0.1894806806
1432	0.1894631162
1433	0.1894423483
1434	0.1894175449
1435	0.1893954103
1436	0.1893751462
1437	0.1893493637
1438	0.1893289046
1439	0.1893059896
1440	0.1892814242
1441	0.1892575691
1442	0.1892439656
1443	0.1892240728
1444	0.189206323
1445	0.1891788516
1446	0.1891515266
1447	0.1891226529
1448	0.18910389
1449	0.1890699531
1450	0.1890523918
1451	0.1890274798
1452	0.1890047198
1453	0.1889821911
1454	0.1889599221
1455	0.1889340918
1456	0.1889089577
1457	0.1888933447
1458	0.1888756688
1459	0.1888543571
1460	0.1888351018
1461	0.1888233529
1462	0.1888071923
1463	0.1887885083
1464	0.188767746
1465	0.1887453803
1466	0.1887107621
1467	0.1886885295
1468	0.1886733293
1469	0.1886521368
1470	0.1886312586
1471	0.1886121222
1472	0.1885939624
1473	0.188566427
1474	0.1885467888
1475	0.1885206283
1476	0.1885014963
1477	0.1884506104
1478	0.1884318961
1479	0.1884107421
1480	0.1883933892
1481	0.1883649384
1482	0.1883383589
1483	0.1883087587
1484	0.188284466
1485	0.1882533706
1486	0.1882325785
1487	0.1882101624
1488	0.1881937643
1489	0.1881787506
1490	0.1881552516
1491	0.1881320457
1492	0.1881018722
1493	0.1880800361
1494	0.1880636668
1495	0.1880397103
1496	0.1880189909
1497	0.1879889007
1498	0.1879703515
1499	0.1879392591
1500	0.1879183254
1501	0.1879003621
1502	0.1878844328
1503	0.1878682274
1504	0.1878537364
1505	0.1878292159
1506	0.1878027516
1507	0.1877828474
1508	0.1877591084
1509	0.187742572
1510	0.1877184943
1511	0.1877016176
1512	0.1876799771
1513	0.1876573173
