iter	Logloss
1514	0.1876349617
1515	0.187610619
1516	0.1875872099
1517	0.1875641818
1518	0.1875448357
1519	0.1875302239
1520	0.187498976
1521	0.1874883487
1522	0.1874692977
1523	0.1874516268
1524	0.1874105722
1525	0.187384274
1526	0.1873658925
1527	0.1873333146
1528	0.1873101957
1529	0.1872942215
1530	0.1872573868
1531	0.1872324744
1532	0.1872096885
1533	0.1871880632
1534	0.1871661922
1535	0.1871529509
1536	0.187115275
1537	0.1870972734
1538	0.1870667188
1539	0.1870405621
1540	0.187020024
1541	0.1869948204
1542	0.1869786823
1543	0.1869557745
1544	0.1869323079
1545	0.1869105133
1546	0.1868938623
1547	0.1868662066
1548	0.1868436133
1549	0.1868219521
1550	0.1867942723
1551	0.186772292
1552	0.1867497484
1553	0.1867315142
1554	0.1867170692
1555	0.1866997764
1556	0.1866780645
1557	0.1866579187
1558	0.1866266638
1559	0.18660838
1560	0.1865734472
1561	0.1865600838
1562	0.186543198
1563	0.1865223398
1564	0.1864938892
1565	0.1864746
1566	0.1864607345
1567	0.1864307571
1568	0.1864168895
1569	0.186393337
1570	0.186376229
1571	0.1863624631
1572	0.1863457759
1573	0.1863224985
1574	0.1863043811
1575	0.1862769449
1576	0.1862647452
1577	0.1862473651
1578	0.1862288613
1579	0.1862101403
1580	0.1861806684
1581	0.1861638484
1582	0.1861412676
1583	0.1861290702
1584	0.1861127869
1585	0.1860902183
1586	0.1860700469
1587	0.1860470895
1588	0.1860226332
1589	0.1859964172
1590	0.1859830933
1591	0.185959233
1592	0.1859369244
1593	0.1859054487
1594	0.1858932023
1595	0.1858165097
1596	0.1857996603
1597	0.1857715173
1598	0.1857526504
1599	0.1857379827
1600	0.1857164681
1601	0.1856966125
1602	0.1856811475
1603	0.1856642822
1604	0.1856417146
1605	0.1856238461
1606	0.1855898384
1607	0.185572189
1608	0.1855564229
1609	0.1855401999
1610	0.185524624
1611	0.1855002062
1612	0.1854782134
1613	0.1854592016
1614	0.1854392865
1615	0.1854144812
1616	0.1854045293
1617	0.1853809185
1618	0.1853595946
1619	0.1853354362
1620	0.1853159394
1621	0.1852947702
1622	0.1852667577
1623	0.1852537347
1624	0.1852265977
1625	0.1851978555
1626	0.1851793881
1627	0.1851595481
1628	0.1851433653
1629	0.1851284262
1630	0.1851071345
1631	0.1850892178
1632	0.1850658882
1633	0.1850388203
1634	0.1850246371
1635	0.185008157
1636	0.1849856466
1637	0.1849635427
1638	0.1849434236
1639	0.1849276455
1640	0.1849073863
1641	0.1848879195
1642	0.1848391504
1643	0.184819676
1644	0.1848010862
1645	0.1847847738
1646	0.1847617563
1647	0.1847401096
1648	0.1847270625
1649	0.184702082
1650	0.1846834927
1651	0.1846594459
1652	0.1846382321
1653	0.1846088324
1654	0.1845900394
1655	0.1845709907
1656	0.1845482424
1657	0.1845237905
1658	0.1845049916
1659	0.1844774418
1660	0.1844198235
1661	0.1843953828
1662	0.1843725057
1663	0.1843553877
1664	0.1843369402
1665	0.1843192058
1666	0.184296335
1667	0.184249803
1668	0.1842271039
1669	0.1842035919
1670	0.1841748603
1671	0.1841497192
1672	0.1841199458
1673	0.184105003
1674	0.1840767102
1675	0.1840523718
1676	0.1840323363
1677	0.1840126857
1678	0.1839922163
1679	0.1839554985
1680	0.1839453079
1681	0.1839183086
1682	0.1838991823
1683	0.1838790955
1684	0.1838557981
1685	0.1838243046
1686	0.1838152434
1687	0.1837896527
1688	0.183761079
1689	0.1837025798
1690	0.1836788354
1691	0.183661268
1692	0.1836474095
1693	0.1836301676
1694	0.1836125909
1695	0.1835915726
1696	0.1835633299
1697	0.1835472197
1698	0.1835316314
1699	0.1835110656
1700	0.1834895578
1701	0.1834723772
1702	0.1834465969
1703	0.1834241023
1704	0.1833997466
1705	0.1833837447
1706	0.1833624401
1707	0.1833362216
1708	0.1833126631
1709	0.1832938071
1710	0.1832814416
1711	0.1832663718
1712	0.1832416852
1713	0.1832273832
1714	0.1832144104
1715	0.1831930485
1716	0.1831694669
1717	0.1831454541
1718	0.1831217468
1719	0.1831041451
1720	0.1830842454
1721	0.1830710032
1722	0.1830528765
1723	0.1830047262
1724	0.1829869404
1725	0.1829623115
1726	0.1829380448
1727	0.1829178072
1728	0.1829014722
1729	0.1828845072
1730	0.1828607878
1731	0.1828464648
1732	0.1828233474
1733	0.1828073284
1734	0.182787135
1735	0.1827633938
1736	0.1827476676
1737	0.1827264217
1738	0.1827021715
1739	0.1826824964
1740	0.182659291
1741	0.1826393148
1742	0.1826122968
1743	0.1825922715
1744	0.1825720531
1745	0.182553175
1746	0.1825288844
1747	0.1825105106
1748	0.1824853371
1749	0.1824710819
1750	0.1824530937
1751	0.1824322615
1752	0.1824054139
1753	0.1823840672
1754	0.1823651795
1755	0.1823518224
1756	0.1823278281
1757	0.1823084095
1758	0.1822935771
1759	0.1822729202
1760	0.1822626182
1761	0.1822465855
1762	0.1822174255
1763	0.1821934422
1764	0.1821772505
1765	0.1821561495
1766	0.1821358335
1767	0.1821158252
1768	0.1820883176
1769	0.1820695206
1770	0.1820437268
1771	0.1820149581
1772	0.1819991898
1773	0.181981527
1774	0.1819598348
1775	0.1819380048
1776	0.1819184361
1777	0.1818989098
1778	0.1818833473
1779	0.1818646838
1780	0.1818495862
1781	0.1818240428
1782	0.1818042216
1783	0.1817823526
1784	0.181755932
1785	0.1817298901
1786	0.1817026459
1787	0.1816881628
1788	0.1816767547
1789	0.1816512978
1790	0.1816270675
1791	0.1816092744
1792	0.1815907341
1793	0.181572478
1794	0.1815502583
1795	0.1815304705
1796	0.1815093672
1797	0.181494495
1798	0.1814719777
1799	0.1814497675
1800	0.1814229783
1801	0.1814098058
1802	0.1813919896
1803	0.1813712455
1804	0.1813447223
1805	0.181324971
1806	0.1813034349
1807	0.1812897174
1808	0.1812789512
1809	0.1812539523
1810	0.1812391341
1811	0.1812196395
1812	0.1811954699
1813	0.1811684795
1814	0.1811483734
1815	0.1811216226
1816	0.1811025534
1817	0.1810820087
1818	0.181055981
1819	0.1810302134
1820	0.1810107283
1821	0.1809905485
1822	0.1809727322
1823	0.1809594786
1824	0.1809417927
1825	0.1809158526
1826	0.1809041767
1827	0.1808798747
1828	0.1808647271
1829	0.180846738
1830	0.1808271268
1831	0.1808066469
1832	0.1807739289
1833	0.1807273968
1834	0.180681191
1835	0.1806552229
1836	0.1806395259
1837	0.1806206906
1838	0.1806085235
1839	0.1805870289
1840	0.1805739537
1841	0.1805514537
1842	0.1805227746
1843	0.1805089809
1844	0.18048577
1845	0.1804589213
1846	0.1804374524
1847	0.1804162223
1848	0.1803985154
1849	0.1803784917
1850	0.1803597931
1851	0.1803417306
1852	0.1803278226
1853	0.180307265
1854	0.1802811975
1855	0.1802674319
1856	0.1802550369
1857	0.1802339993
1858	0.1802175226
1859	0.1801971647
1860	0.1801716119
1861	0.1801451013
1862	0.1801252524
1863	0.1801028053
1864	0.1800885436
1865	0.1800609021
1866	0.1800413633
1867	0.1800264771
1868	0.1800142796
1869	0.1800064734
1870	0.1799906192
1871	0.1799692745
1872	0.1799539064
1873	0.1799349616
1874	0.1799175094
1875	0.1799017897
1876	0.1798771553
1877	0.1798603404
1878	0.1798408798
1879	0.1798159589
1880	0.1797954696
1881	0.1797743076
1882	0.1797506989
1883	0.1797319778
1884	0.1796818432
1885	0.179666256
1886	0.1796539922
1887	0.179637119
1888	0.1796145392
1889	0.1796017339
1890	0.1795841173
1891	0.1795664736
1892	0.1795500825
1893	0.1795264371
1894	0.1795122751
1895	0.1794917277
1896	0.1794674666
1897	0.1794462243
1898	0.1794298389
1899	0.1794152134
1900	0.1794035921
1901	0.1793898179
1902	0.1793694316
1903	0.1793524368
1904	0.1793374741
1905	0.1793209054
1906	0.1793014698
1907	0.1792868288
1908	0.1792687374
1909	0.1792521384
1910	0.1792308337
1911	0.1792145312
1912	0.1791906879
1913	0.1791715362
1914	0.1791496796
1915	0.1791336448
1916	0.1790905458
1917	0.1790726149
1918	0.1790573143
1919	0.1790452187
1920	0.1790266197
1921	0.1790090452
1922	0.1789882431
1923	0.1789627782
1924	0.1789386759
1925	0.1789272003
1926	0.1789115412
1927	0.1788909438
1928	0.1788737874
1929	0.1788586492
1930	0.178840263
1931	0.1788197108
1932	0.1788001495
1933	0.1787881244
1934	0.1787646375
1935	0.1787503515
1936	0.1787324636
1937	0.1787192569
1938	0.1787001021
1939	0.1786802719
1940	0.1786649266
1941	0.1786440992
1942	0.1786241493
1943	0.1785939841
1944	0.1785725606
1945	0.1785503336
1946	0.1785224715
1947	0.1785007763
1948	0.1784891401
1949	0.1784694383
1950	0.1784558035
1951	0.1784285536
1952	0.1784161015
1953	0.178400096
1954	0.1783808703
1955	0.1783635455
1956	0.1783439319
1957	0.178316604
1958	0.1782944175
1959	0.1782847308
1960	0.1782720961
1961	0.1782561513
1962	0.1782414209
1963	0.1782267286
1964	0.1781999997
1965	0.1781831495
1966	0.1781631624
1967	0.178148321
1968	0.1781245179
1969	0.1781054468
1970	0.1780821963
1971	0.1780655987
1972	0.1780512381
1973	0.1780302976
1974	0.1780116591
1975	0.177993929
1976	0.1779721348
1977	0.1779628729
1978	0.177940356
1979	0.1779235523
1980	0.1778704721
1981	0.1778578191
1982	0.1778426778
1983	0.1778192446
1984	0.177799445
1985	0.1777855939
1986	0.1777686056
1987	0.1777478713
1988	0.1777314169
1989	0.1777137235
1990	0.1776915987
1991	0.1776738137
1992	0.1776533335
1993	0.1776378046
1994	0.177617814
1995	0.1776044161
1996	0.1775892593
1997	0.1775652905
1998	0.1775489731
1999	0.177519477
