iter	Passed	Remaining
997	80977	81301
998	81042	81204
999	81116	81116
1000	81179	81017
1001	81244	80919
1002	81315	80829
1003	81419	80770
1004	81487	80676
1005	81550	80577
1006	81620	80486
1007	81690	80393
1008	81757	80298
1009	81827	80206
1010	81897	80114
1011	81963	80019
1012	82034	79928
1013	82098	79831
1014	82160	79731
1015	82227	79637
1016	82302	79551
1017	82369	79457
1018	82438	79363
1019	82500	79265
1020	82570	79174
1021	82634	79076
1022	82695	78976
1023	82760	78881
1024	82832	78792
1025	82901	78699
1026	82965	78603
1027	83033	78509
1028	83101	78417
1029	83163	78318
1030	83223	78219
1031	83290	78125
1032	83364	78038
1033	83435	77948
1034	83505	77857
1035	83563	77755
1036	83633	77665
1037	83698	77570
1038	83772	77483
1039	83872	77420
1040	83966	77352
1041	84047	77272
1042	84118	77182
1043	84182	77086
1044	84242	76987
1045	84317	76901
1046	84379	76804
1047	84445	76709
1048	84513	76617
1049	84581	76526
1050	84644	76429
1051	84711	76336
1052	84775	76241
1053	84848	76154
1054	84914	76060
1055	84983	75970
1056	85046	75874
1057	85122	75789
1058	85187	75695
1059	85274	75620
1060	85348	75534
1061	85420	75446
1062	85493	75359
1063	85563	75269
1064	85626	75174
1065	85693	75082
1066	85764	74994
1067	85832	74902
1068	85894	74806
1069	85965	74717
1070	86037	74629
1071	86104	74538
1072	86165	74441
1073	86230	74347
1074	86306	74263
1075	86371	74170
1076	86439	74079
1077	86510	73991
1078	86577	73899
1079	86647	73810
1080	86713	73718
1081	86771	73619
1082	86841	73530
1083	86910	73441
1084	86972	73345
1085	87041	73256
1086	87105	73162
1087	87181	73078
1088	87271	73006
1089	87336	72913
1090	87399	72819
1091	87465	72727
1092	87526	72631
1093	87589	72537
1094	87662	72451
1095	87720	72353
1096	87783	72259
1097	87845	72164
1098	87914	72075
1099	87988	71990
1100	88052	71897
1101	88120	71807
1102	88190	71719
1103	88265	71636
1104	88326	71540
1105	88402	71457
1106	88467	71365
1107	88532	71273
1108	88596	71181
1109	88672	71098
1110	88736	71005
1111	88804	70915
1112	88873	70827
1113	88940	70737
1114	89007	70647
1115	89074	70556
1116	89136	70463
1117	89223	70388
1118	89285	70295
1119	89354	70207
1120	89420	70116
1121	89497	70034
1122	89562	69943
1123	89626	69850
1124	89693	69761
1125	89773	69682
1126	89837	69589
1127	89903	69500
1128	89965	69406
1129	90043	69325
1130	90107	69233
1131	90176	69145
1132	90243	69056
1133	90327	68980
1134	90393	68890
1135	90451	68794
1136	90526	68710
1137	90600	68627
1138	90672	68542
1139	90746	68458
1140	90816	68371
1141	90882	68281
1142	90951	68193
1143	91016	68103
1144	91077	68010
1145	91138	67916
1146	91208	67829
1147	91273	67739
1148	91335	67647
1149	91398	67555
1150	91467	67468
1151	91550	67391
1152	91616	67302
1153	91677	67209
1154	91746	67122
1155	91813	67033
1156	91883	66947
1157	91944	66854
1158	92019	66771
1159	92086	66683
1160	92155	66596
1161	92221	66507
1162	92293	66422
1163	92364	66337
1164	92430	66248
1165	92491	66156
1166	92560	66069
1167	92623	65978
1168	92693	65892
1169	92754	65799
1170	92823	65713
1171	92898	65631
1172	92963	65541
1173	93035	65457
1174	93106	65372
1175	93171	65283
1176	93236	65194
1177	93312	65113
1178	93401	65040
1179	93488	64966
1180	93558	64881
1181	93634	64799
1182	93695	64707
1183	93757	64616
1184	93844	64542
1185	93935	64471
1186	94004	64385
1187	94069	64296
1188	94137	64209
1189	94199	64118
1190	94276	64038
1191	94343	63950
1192	94413	63865
1193	94479	63777
1194	94553	63695
1195	94617	63606
1196	94683	63517
1197	94755	63434
1198	94828	63351
1199	94901	63267
1200	94965	63178
1201	95029	63089
1202	95094	63001
1203	95161	62913
1204	95232	62829
1205	95297	62741
1206	95358	62650
1207	95426	62564
1208	95497	62480
1209	95564	62393
1210	95626	62303
1211	95690	62214
1212	95758	62128
1213	95826	62042
1214	95894	61956
1215	95957	61867
1216	96031	61785
1217	96098	61698
1218	96160	61609
1219	96229	61523
1220	96298	61438
1221	96366	61353
1222	96432	61265
1223	96502	61181
1224	96568	61094
1225	96630	61005
1226	96700	60920
1227	96770	60836
1228	96831	60745
1229	96895	60657
1230	96965	60573
1231	97029	60485
1232	97108	60407
1233	97176	60321
1234	97251	60240
1235	97316	60153
1236	97392	60073
1237	97481	60000
1238	97588	59939
1239	97678	59867
1240	97763	59792
1241	97861	59725
1242	97937	59644
1243	98003	59558
1244	98080	59478
1245	98151	59395
1246	98225	59313
1247	98297	59230
1248	98373	59150
1249	98445	59067
1250	98508	58979
1251	98570	58890
1252	98648	58811
1253	98715	58725
1254	98774	58634
1255	98865	58563
1256	98931	58477
1257	98996	58390
1258	99067	58307
1259	99142	58226
1260	99214	58143
1261	99277	58056
1262	99339	57967
1263	99412	57885
1264	99478	57799
1265	99544	57714
1266	99607	57625
1267	99676	57541
1268	99742	57456
1269	99806	57368
1270	99873	57283
1271	99942	57199
1272	100009	57114
1273	100072	57027
1274	100132	56937
1275	100203	56855
1276	100267	56768
1277	100332	56682
1278	100392	56593
1279	100465	56511
1280	100531	56426
1281	100596	56340
1282	100664	56256
1283	100738	56175
1284	100804	56089
1285	100866	56001
1286	100926	55913
1287	100995	55829
1288	101060	55743
1289	101126	55658
1290	101201	55578
1291	101277	55499
1292	101345	55414
1293	101415	55331
1294	101478	55244
1295	101550	55162
1296	101614	55077
1297	101681	54992
1298	101743	54905
1299	101817	54825
1300	101890	54743
1301	101954	54657
1302	102039	54582
1303	102117	54504
1304	102181	54418
1305	102247	54333
1306	102319	54251
1307	102386	54167
1308	102450	54082
1309	102518	53998
1310	102583	53913
1311	102660	53834
1312	102735	53754
1313	102795	53666
1314	102858	53580
1315	102936	53502
1316	103001	53416
1317	103062	53329
1318	103128	53245
1319	103204	53165
1320	103265	53078
1321	103336	52997
1322	103407	52915
1323	103490	52839
1324	103558	52755
1325	103623	52671
1326	103687	52586
1327	103813	52532
1328	103906	52461
1329	103987	52384
1330	104066	52306
1331	104132	52222
1332	104199	52138
1333	104269	52056
1334	104335	51972
1335	104398	51886
1336	104467	51803
1337	104534	51720
1338	104598	51635
1339	104663	51550
1340	104734	51469
1341	104798	51384
1342	104860	51297
1343	104924	51212
1344	105004	51136
1345	105068	51051
1346	105134	50967
1347	105207	50886
1348	105279	50805
1349	105346	50722
1350	105413	50639
1351	105477	50554
1352	105554	50475
1353	105636	50399
1354	105697	50313
1355	105768	50232
1356	105838	50150
1357	105906	50067
1358	105969	49982
1359	106044	49903
1360	106115	49822
1361	106182	49739
1362	106245	49653
1363	106315	49572
1364	106383	49489
1365	106446	49404
1366	106511	49320
1367	106591	49244
1368	106659	49161
1369	106731	49080
1370	106833	49014
1371	106931	48945
1372	107031	48877
1373	107125	48806
1374	107239	48745
1375	107345	48680
1376	107450	48614
1377	107544	48543
1378	107651	48478
1379	107752	48410
1380	107868	48349
1381	107972	48282
1382	108069	48213
1383	108178	48148
1384	108288	48084
1385	108406	48024
1386	108523	47962
1387	108627	47896
1388	108872	47891
1389	109071	47866
1390	109239	47826
1391	109353	47763
1392	109481	47706
1393	109588	47640
1394	109706	47578
1395	109847	47526
1396	109971	47467
1397	110067	47396
1398	110152	47320
1399	110231	47241
1400	110311	47163
1401	110412	47094
1402	110503	47021
1403	110570	46937
1404	110641	46855
1405	110714	46773
1406	110786	46692
1407	110866	46614
1408	110949	46537
1409	111035	46461
1410	111119	46385
1411	111194	46304
1412	111258	46219
1413	111360	46150
1414	111471	46085
1415	111541	46002
1416	111616	45922
1417	111695	45843
1418	111776	45766
1419	111860	45689
1420	111936	45609
1421	112010	45528
1422	112095	45452
1423	112176	45374
1424	112251	45294
1425	112324	45213
1426	112404	45135
1427	112484	45056
1428	112574	44982
1429	112665	44908
1430	112749	44831
1431	112842	44758
1432	112928	44682
1433	113005	44603
1434	113088	44526
1435	113165	44446
1436	113235	44364
1437	113311	44284
1438	113380	44201
1439	113466	44125
1440	113554	44050
1441	113631	43971
1442	113704	43890
1443	113823	43826
1444	113935	43760
1445	114015	43682
1446	114089	43601
1447	114162	43520
1448	114235	43439
1449	114304	43356
1450	114378	43276
1451	114453	43195
1452	114535	43118
1453	114607	43036
1454	114687	42958
1455	114778	42884
1456	114871	42810
1457	114937	42727
1458	115006	42644
1459	115074	42561
1460	115157	42484
1461	115226	42402
1462	115286	42316
1463	115347	42231
1464	115417	42149
1465	115488	42067
1466	115573	41990
1467	115650	41911
1468	115719	41829
1469	115788	41746
1470	115849	41661
1471	115933	41584
1472	116035	41514
1473	116122	41438
1474	116200	41359
1475	116269	41277
1476	116334	41193
1477	116401	41110
1478	116472	41029
1479	116531	40943
1480	116591	40858
1481	116659	40775
1482	116736	40696
1483	116803	40613
1484	116866	40529
1485	116934	40446
1486	117010	40367
1487	117085	40287
1488	117163	40208
1489	117241	40129
1490	117329	40054
1491	117409	39975
1492	117490	39897
1493	117571	39820
1494	117648	39740
1495	117724	39661
1496	117799	39581
1497	117868	39499
1498	117942	39419
1499	118026	39342
1500	118103	39262
1501	118173	39181
1502	118241	39099
1503	118301	39014
1504	118358	38928
1505	118435	38849
1506	118506	38768
1507	118573	38685
1508	118640	38603
1509	118726	38527
1510	118804	38448
1511	118874	38366
1512	118944	38285
1513	119022	38206
1514	119090	38124
1515	119157	38042
1516	119232	37962
1517	119297	37879
1518	119362	37796
1519	119431	37715
1520	119498	37633
1521	119559	37548
1522	119635	37469
1523	119706	37388
1524	119775	37307
1525	119844	37225
1526	119913	37144
1527	119978	37061
1528	120039	36977
1529	120118	36899
1530	120180	36815
1531	120243	36732
1532	120303	36648
1533	120381	36569
1534	120444	36486
1535	120504	36402
1536	120565	36318
1537	120650	36242
1538	120721	36161
1539	120797	36082
1540	120870	36002
1541	120948	35923
1542	121013	35841
1543	121078	35759
1544	121153	35679
1545	121222	35598
1546	121289	35516
1547	121360	35436
1548	121431	35355
1549	121502	35274
1550	121576	35195
1551	121644	35113
1552	121712	35032
1553	121785	34952
1554	121857	34872
1555	121921	34789
1556	122002	34712
1557	122106	34641
1558	122193	34565
1559	122272	34487
1560	122350	34408
1561	122422	34328
1562	122494	34248
1563	122606	34179
1564	122677	34098
1565	122754	34020
1566	122817	33937
1567	122885	33856
1568	122954	33775
1569	123029	33695
1570	123093	33613
1571	123173	33535
1572	123249	33456
1573	123315	33375
1574	123378	33292
1575	123462	33215
1576	123526	33133
1577	123587	33050
1578	123654	32969
1579	123756	32897
1580	123855	32824
1581	123926	32744
1582	124010	32667
1583	124076	32585
1584	124143	32504
1585	124208	32422
1586	124297	32347
1587	124377	32269
1588	124444	32187
1589	124518	32108
1590	124602	32031
1591	124688	31955
1592	124793	31883
1593	124886	31809
1594	124965	31730
1595	125081	31662
1596	125166	31585
1597	125265	31512
1598	125369	31440
1599	125447	31361
1600	125528	31284
1601	125604	31205
1602	125670	31123
1603	125743	31044
1604	125812	30963
1605	125889	30884
1606	125957	30803
1607	126021	30721
1608	126088	30640
1609	126165	30561
1610	126231	30480
1611	126294	30398
1612	126364	30317
1613	126436	30238
1614	126504	30157
1615	126584	30079
1616	126673	30003
1617	126768	29929
1618	126877	29858
1619	126973	29783
1620	127051	29705
1621	127129	29626
1622	127221	29551
1623	127301	29473
1624	127372	29393
1625	127449	29315
1626	127527	29236
1627	127620	29161
1628	127701	29083
1629	127774	29004
1630	127863	28928
1631	127943	28849
1632	128008	28768
1633	128081	28688
1634	128143	28607
1635	128229	28530
1636	128304	28451
1637	128374	28370
1638	128442	28290
1639	128507	28208
1640	128572	28127
1641	128653	28049
1642	128754	27976
1643	128824	27896
1644	128896	27816
1645	128968	27736
1646	129046	27658
1647	129112	27577
1648	129172	27495
1649	129241	27414
1650	129318	27336
1651	129399	27258
1652	129478	27180
1653	129561	27102
1654	129634	27023
1655	129696	26941
1656	129766	26861
1657	129849	26784
1658	129923	26705
1659	129996	26625
1660	130076	26547
1661	130147	26468
1662	130220	26388
1663	130296	26309
